,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi
Na,-1.0,-1.0,-1.0,-1.0,-1.0,0.5167279760000001,-1.0,-1.0,-1.0,-1.0,-1.0,0.252820027,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.18748433311757462,-1.0,-1.0,-1.0,-1.0,0.16280958199999998,-1.0,-1.0,-1.0,0.3107160114382944,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.05347036399999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mg,-1.0,-1.0,-1.0,0.5395316738916557,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.252820027,-1.0,-1.0,-1.0,-1.0,0.2643176128185364,-1.0,-1.0,-1.0,0.4605007265014989,0.22759424,0.7111368319074866,0.14538117,0.4544518906249822,0.12327847473020435,0.0895986343506646,0.07906239739361257,0.0962980069226498,0.2787497113641072,0.08945259260548723,-1.0,-1.0,-1.0,0.0723618068258234,-1.0,-1.0,-1.0,0.6591621331471043,0.270074855,-1.0,0.908093490919065,0.34338698191493816,-1.0,-1.0,-1.0,0.7445206542133072,0.7832861624347918,0.317015516128774,-1.0,1.115885201395497,-1.0,0.17086855825000002,-1.0,-1.0,-1.0,0.8002760124776489,-1.0,0.66881481,0.7661992,-1.0,-1.0,0.266136696,0.6895024633056543,-1.0,0.354462906,-1.0,-1.0,-1.0,0.22735883099999998,0.31268690260076676,-1.0,-1.0,-1.0,0.23972744342446156,0.11250699866666665,0.11450283800000001,-1.0,-1.0,-1.0,0.5348495136037932,-1.0,0.8176304941349019,-1.0
Al,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Si,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16000262625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5239327166642026,0.47784463330024995,0.5515098975412305,0.19563699375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5082004831730904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4968085109144584,-1.0,-1.0,-1.0
P,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.431907045,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.34519709000000004,-1.0
S,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2643176128185364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.49286075995194756,-1.0,-1.0,-1.0,-1.0,0.39862812816591464,0.5905501975,0.5216606525764749,0.4033411298514339,0.2724549139717808,0.257645186312437,-1.0,-1.0,-1.0,0.3211314750059418,-1.0,-1.0,-1.0,0.6450235624386532,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6374890601836838,-1.0,0.6362842661357914,-1.0,-1.0,-1.0,0.54317182125,-1.0,-1.0,-1.0,0.5250440236384486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.46414845156157236,-1.0,-1.0,-1.0,-1.0,-1.0,0.4770956836018797,-1.0,0.6451581068817521,-1.0
Cl,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4025375976635336,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1679663743738945,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3113510026854469,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.30838262656088283,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.29127004624999997,-1.0
Ar,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
K,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1883363062984551,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ca,-1.0,-1.0,0.179591091,0.7018774381503663,-1.0,0.8571823557134953,-1.0,-1.0,-1.0,-1.0,0.18748433311757462,0.4605007265014989,-1.0,0.16000262625,-1.0,0.49286075995194756,0.4025375976635336,-1.0,-1.0,-1.0,0.30337386,0.7041720569524411,0.3420481948720985,0.634286766620464,0.42039742933350976,0.377481881875,0.48782662378784764,0.515466745818763,0.4519824649420899,0.36622059938088364,0.3884507004709218,-1.0,-1.0,0.3110760132849222,-1.0,-1.0,-1.0,0.29788165568359753,0.09962364790636181,0.25656440625,0.6015392739846072,0.267268213213695,-1.0,-1.0,0.0790889255,0.4196318164286704,0.5057728463091804,0.24037311525891428,-1.0,1.3630483450000002,-1.0,0.0546515865,-1.0,-1.0,-1.0,0.5939446856145703,0.177635272,0.13784671,0.15088138,0.161060494,-1.0,0.18043354521995475,0.18856759361195494,0.22289782,0.053407508,-1.0,0.14757622900000003,-1.0,0.14927621500000002,0.18275611099999997,-1.0,-1.0,-1.0,0.3139594278294382,0.13835043133333333,0.021785178500000002,-1.0,0.22985223045257647,-1.0,0.5024618947403439,-1.0,0.44117649213979765,-1.0
Sc,-1.0,-1.0,-1.0,0.70253774,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.22759424,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.30337386,-1.0,0.6498832576437384,0.0822181,-1.0,0.00797479,-1.0,0.19981818,0.23423396,0.6050104000000001,0.99495027,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.61553931,-1.0,-1.0,0.7766929022330709,-1.0,-1.0,-1.0,-1.0,0.671192435,0.7978987875,0.22965218,-1.0,1.574477545,-1.0,-1.0,-1.0,-1.0,-1.0,0.97339318,-1.0,0.44122057,0.53860495,-1.0,-1.0,-1.0,0.54241739,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.825996585,-1.0,1.36190392,-1.0
Ti,-1.0,-1.0,-1.0,0.9326191497962983,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7111368319074866,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7041720569524411,0.6498832576437384,-1.0,0.7032507571780211,-1.0,0.6556101342614006,0.6182843119999999,0.504984903159205,0.5227979743682333,0.6963994328364501,1.0849202502638,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3854105771875996,-1.0,-1.0,0.8778674503315245,-1.0,-1.0,-1.0,-1.0,0.8526988224388233,0.7836643178175772,0.641724185977896,-1.0,1.2351430750037387,-1.0,-1.0,-1.0,-1.0,-1.0,0.5002177248145601,-1.0,0.8209397489916234,0.9034322747440137,-1.0,-1.0,-1.0,0.6706561781874444,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8762303989694962,-1.0,1.2065256611212043,-1.0
V,-1.0,-1.0,-1.0,0.62032351,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14538117,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3420481948720985,0.0822181,0.7032507571780211,-1.0,-1.0,0.07424331,-1.0,0.11760023,0.20092039578287735,0.6538474999999999,1.0369917,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23600566575,-1.0,-1.0,0.8187343218126566,-1.0,-1.0,-1.0,-1.0,0.72385753,0.846735885,0.21089640354129646,-1.0,1.623314525,-1.0,-1.0,-1.0,-1.0,-1.0,0.8688277560000001,-1.0,0.52343868,0.62082306,-1.0,-1.0,-1.0,0.6246355,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7679129984999999,-1.0,0.622735682,-1.0
Cr,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4544518906249822,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.634286766620464,-1.0,-1.0,-1.0,-1.0,0.5109870125705398,-1.0,0.32584423584684763,0.2964430229477961,0.3848454404681671,0.21404686530804115,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3860043286235843,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.41423695626571294,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.947928896558072,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8943872863194164,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6948043410880708,-1.0,0.816603470893861,-1.0
Mn,-1.0,-1.0,-1.0,0.6242824493963116,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16280958199999998,0.12327847473020435,-1.0,-1.0,-1.0,0.39862812816591464,-1.0,-1.0,-1.0,0.42039742933350976,0.00797479,0.6556101342614006,0.07424331,0.5109870125705398,-1.0,0.07525736066179411,0.18184179542011145,0.20168503055765621,0.3045543577108109,0.15334606888093624,-1.0,-1.0,-1.0,0.5978554129103346,-1.0,-1.0,-1.0,0.5276482790298466,0.102559066,-1.0,0.7810480121895197,0.5344468386221255,-1.0,-1.0,-1.0,0.577926835,0.647395183816302,0.2487876481179787,-1.0,1.1687200192078326,0.4909614694899685,-1.0,-1.0,-1.0,-1.0,0.7100577816529623,0.0715598926177344,0.44919536,0.20713526234317248,0.12342223999999999,-1.0,0.11938257449999999,0.5690219238775293,-1.0,-1.0,-1.0,-1.0,-1.0,0.076648366,0.31747918872179126,-1.0,-1.0,-1.0,0.3168649020747308,-1.0,-1.0,-1.0,-1.0,-1.0,0.46066671083904287,-1.0,0.7814313704731299,0.7747170852199436
Fe,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0895986343506646,-1.0,-1.0,-1.0,0.5905501975,-1.0,-1.0,-1.0,0.377481881875,-1.0,0.6182843119999999,-1.0,-1.0,0.07525736066179411,-1.0,0.08068229583319361,0.08560025599849908,0.3282820628338157,0.14056737734784583,-1.0,-1.0,-1.0,0.20335419628745494,-1.0,-1.0,-1.0,0.3789644198682374,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.27125845126274717,-1.0,0.34288653,-1.0,-1.0,-1.0,-1.0,-1.0,0.7160413524323863,-1.0,-1.0,0.0293735408173757,0.24410185404527007,-1.0,0.1631868929615149,0.6919274590000001,0.36930645700000003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.060013441,-1.0,-1.0,-1.0,-1.0,0.8371798840327882,-1.0,0.6751671807177,-1.0
Co,-1.0,-1.0,-1.0,0.5261952104049618,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07906239739361257,-1.0,0.5239327166642026,-1.0,0.5216606525764749,-1.0,-1.0,-1.0,0.48782662378784764,0.19981818,0.504984903159205,0.11760023,0.32584423584684763,0.18184179542011145,0.08068229583319361,-1.0,0.11905503908362418,0.2596581140342868,0.1500965160313579,-1.0,0.16115439723234629,-1.0,-1.0,-1.0,-1.0,-1.0,0.6629355746192651,-1.0,-1.0,0.8813636611863633,-1.0,-1.0,-1.0,-1.0,0.5337132353517752,0.7622755106823046,0.35507794558862255,-1.0,0.7887813916666667,-1.0,-1.0,-1.0,-1.0,-1.0,0.7909538869536811,-1.0,0.64103875,0.73842314,-1.0,-1.0,-1.0,0.7254407487368923,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5773582096077009,-1.0,-1.0,-1.0,0.5022537272015692,-1.0,0.16709847599999997,-1.0,0.6840566698381617,-1.0,0.5645670862310794,-1.0,0.8145644690862412,-1.0
Ni,-1.0,-1.0,-1.0,0.5350141389267162,-1.0,0.622699702,-1.0,-1.0,-1.0,-1.0,-1.0,0.0962980069226498,-1.0,0.47784463330024995,-1.0,0.4033411298514339,-1.0,-1.0,-1.0,0.515466745818763,0.23423396,0.5227979743682333,0.20092039578287735,0.2964430229477961,0.20168503055765621,0.08560025599849908,0.11905503908362418,-1.0,0.27412604248516736,0.2519192427163126,-1.0,-1.0,-1.0,0.28360428475555827,-1.0,-1.0,-1.0,0.6990788711279959,0.20999598600000005,-1.0,0.9119244408807554,0.4488933129512691,-1.0,-1.0,-1.0,0.5349870082769004,0.8031196539348371,0.37811920422203726,-1.0,0.8752371410073204,-1.0,0.127787368,-1.0,-1.0,-1.0,0.5594537316243103,-1.0,0.67545453,0.77283892,-1.0,-1.0,0.28411255,0.7381041871060627,-1.0,-1.0,-1.0,-1.0,-1.0,0.150615448,0.3404394928910423,-1.0,-1.0,-1.0,0.41272406910633486,-1.0,-1.0,-1.0,0.5011575286259616,-1.0,0.5747972280083469,-1.0,0.8444849174159328,-1.0
Cu,-1.0,-1.0,-1.0,0.6370180568926791,-1.0,-1.0,-1.0,-1.0,0.573671435,-1.0,0.3107160114382944,0.2787497113641072,-1.0,0.5515098975412305,-1.0,0.2724549139717808,0.1679663743738945,-1.0,-1.0,0.4519824649420899,0.6050104000000001,0.6963994328364501,0.6538474999999999,0.3848454404681671,0.3045543577108109,0.3282820628338157,0.2596581140342868,0.27412604248516736,-1.0,0.23524233025731092,-1.0,-1.0,-1.0,0.3172122173592675,-1.0,-1.0,-1.0,0.5415986509818185,0.0902388824309445,-1.0,0.40966087500000004,-1.0,-1.0,-1.0,-1.0,0.2634041436265218,0.7290992475000001,0.3680142399844173,-1.0,0.9258276078198797,-1.0,0.099431697,-1.0,-1.0,-1.0,0.7983815573471961,-1.0,0.677415225,0.34137394839840135,0.1293222058131796,-1.0,-1.0,0.6994474069676804,-1.0,0.12187504641684363,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2865838523729639,-1.0,0.07901638799999999,-1.0,-1.0,-1.0,0.5997138877212737,-1.0,0.6591291515056157,-1.0
