,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi
Zn,0.6059951021658119,-1.0,-1.0,1.05424251,-1.0,0.57907837,-1.0,-1.0,-1.0,-1.0,-1.0,0.08945259260548723,-1.0,0.19563699375,0.431907045,0.257645186312437,-1.0,-1.0,-1.0,0.36622059938088364,0.99495027,1.0849202502638,1.0369917,0.21404686530804115,0.15334606888093624,0.14056737734784583,0.1500965160313579,0.2519192427163126,0.23524233025731092,-1.0,-1.0,0.4108840840000001,-1.0,-1.0,-1.0,-1.0,-1.0,0.5861707016994364,0.13493619522727274,-1.0,0.4571213654287863,-1.0,-1.0,-1.0,-1.0,0.3931220501945563,0.681965425,0.29853414603136547,-1.0,0.5522012154,0.4950070320833333,0.1122316065,-1.0,-1.0,-1.0,0.5584244171151304,0.3478880258333333,0.74021092,0.20091177361111112,0.142447945,-1.0,0.13803634041666668,0.62636973,0.07552709166666667,-1.0,0.1162741025,-1.0,-1.0,-1.0,0.5740446985191059,-1.0,-1.0,-1.0,0.1374507674022906,0.120397197,-1.0,-1.0,0.2558142852196349,-1.0,0.6285968821529678,-1.0,0.6539127467631322,-1.0
Ga,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3884507004709218,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4504262105053384,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ge,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16115439723234629,-1.0,-1.0,0.4108840840000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3775109802554405,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
As,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Se,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0723618068258234,-1.0,-1.0,-1.0,0.3211314750059418,-1.0,-1.0,-1.0,0.3110760132849222,-1.0,-1.0,-1.0,-1.0,0.5978554129103346,0.20335419628745494,-1.0,0.28360428475555827,0.3172122173592675,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1837431603847906,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8669362026836578,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5634979730157545,-1.0,-1.0,-1.0,-1.0,-1.0,0.42322266912922774,-1.0,-1.0,-1.0
Br,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Kr,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Rb,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.059700358805992795,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.12359805967311031,-1.0,0.44362046112759057,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Sr,-1.0,-1.0,-1.0,1.31807706,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6591621331471043,-1.0,-1.0,-1.0,0.6450235624386532,0.3113510026854469,-1.0,-1.0,0.29788165568359753,0.61553931,0.3854105771875996,0.23600566575,0.3860043286235843,0.5276482790298466,0.3789644198682374,0.6629355746192651,0.6990788711279959,0.5415986509818185,0.5861707016994364,-1.0,-1.0,-1.0,0.1837431603847906,-1.0,-1.0,0.059700358805992795,-1.0,0.216152479,-1.0,0.7947703820522961,0.2613107333333333,0.32283667180000003,-1.0,-1.0,0.59363511258126,0.74773506,0.4374544458592821,0.675420015468022,0.5594710092,0.21442005618913274,0.34016248,0.48443660564836605,-1.0,-1.0,0.3018164275586123,-1.0,0.17431874,0.07693435,-1.0,-1.0,-1.0,0.08453583498379669,-1.0,0.20615413999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.301155898742932,-1.0,-1.0,-1.0,-1.0,-1.0,0.6023396309685057,-1.0,0.3350530646303599,0.48003184186634823
Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.270074855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09962364790636181,-1.0,-1.0,-1.0,-1.0,0.102559066,-1.0,-1.0,0.20999598600000005,0.0902388824309445,0.13493619522727274,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.216152479,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.066098528,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09586303639438834,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.22494053552837243,-1.0,-1.0,-1.0,-1.0,-1.0,0.1225312428328374,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Zr,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25656440625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.38471566336179724,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Nb,-1.0,-1.0,-1.0,0.9861978101380218,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.908093490919065,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6015392739846072,0.7766929022330709,0.8778674503315245,0.8187343218126566,-1.0,0.7810480121895197,-1.0,0.8813636611863633,0.9119244408807554,0.40966087500000004,0.4571213654287863,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7947703820522961,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5522098449999999,0.587086415,0.644102483558975,-1.0,1.311239915,-1.0,-1.0,-1.0,-1.0,-1.0,0.46296574449475153,-1.0,0.6204516437954835,0.7178360328216395,-1.0,-1.0,0.17727642500000004,0.7216484727835152,0.12417911500000002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.72215987,-1.0,0.9771762549999999,-1.0
Mo,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.34338698191493816,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.267268213213695,-1.0,-1.0,-1.0,-1.0,0.5344468386221255,-1.0,-1.0,0.4488933129512691,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2613107333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.32102086293002985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5257943757656978,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4956551813923762,-1.0,-1.0,-1.0
Tc,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.32283667180000003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ru,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Rh,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0790889255,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Pd,-1.0,-1.0,-1.0,0.6935085714328938,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7445206542133072,-1.0,-1.0,-1.0,0.6374890601836838,-1.0,-1.0,-1.0,0.4196318164286704,0.671192435,0.8526988224388233,0.72385753,-1.0,0.577926835,-1.0,0.5337132353517752,0.5349870082769004,0.2634041436265218,0.3931220501945563,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.59363511258126,-1.0,-1.0,0.5522098449999999,-1.0,-1.0,-1.0,-1.0,-1.0,0.45534731510700055,0.3702561394786262,-1.0,1.31341703,-1.0,-1.0,-1.0,-1.0,-1.0,0.540095099251608,0.158305535334445,0.545197375,0.20861849007505978,0.084090154969727,-1.0,0.0767453902635176,0.63710912,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04621913842669751,-1.0,0.5589223996955525,-1.0,0.6270261063686388,-1.0
Ag,-1.0,-1.0,-1.0,0.8264914516909398,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7832861624347918,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5057728463091804,0.7978987875,0.7836643178175772,0.846735885,-1.0,0.647395183816302,-1.0,0.7622755106823046,0.8031196539348371,0.7290992475000001,0.681965425,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.74773506,-1.0,-1.0,0.587086415,-1.0,-1.0,-1.0,-1.0,0.45534731510700055,-1.0,0.5259812737538585,-1.0,1.01206358,-1.0,-1.0,-1.0,-1.0,-1.0,1.07275535,-1.0,0.608749245,0.68447929,-1.0,-1.0,-1.0,0.6875389350000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.49979724348231447,-1.0,0.77649623,-1.0
Cd,-1.0,-1.0,0.136095342,0.6813990424433932,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.05347036399999999,0.317015516128774,-1.0,0.5082004831730904,-1.0,0.6362842661357914,-1.0,-1.0,0.1883363062984551,0.24037311525891428,0.22965218,0.641724185977896,0.21089640354129646,0.41423695626571294,0.2487876481179787,0.27125845126274717,0.35507794558862255,0.37811920422203726,0.3680142399844173,0.29853414603136547,-1.0,0.3775109802554405,-1.0,-1.0,-1.0,-1.0,0.12359805967311031,0.4374544458592821,0.066098528,-1.0,0.644102483558975,-1.0,-1.0,-1.0,-1.0,0.3702561394786262,0.5259812737538585,-1.0,-1.0,1.0187615584118883,-1.0,-1.0,-1.0,-1.0,-1.0,0.6414989794795543,0.13067425400000002,0.21156839,0.30895277,-1.0,-1.0,0.076378982,0.24378406949973144,-1.0,-1.0,-1.0,0.07629255599999998,-1.0,0.106810986,0.33600708853129213,-1.0,-1.0,-1.0,0.5678101652299993,-1.0,-1.0,-1.0,-1.0,-1.0,0.3123535303829889,0.1104145767746421,0.5164961998010054,-1.0
In,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.675420015468022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4818524007370315,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Sn,-1.0,-1.0,-1.0,1.81008221,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.115885201395497,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3630483450000002,1.574477545,1.2351430750037387,1.623314525,-1.0,1.1687200192078326,0.34288653,0.7887813916666667,0.8752371410073204,0.9258276078198797,0.5522012154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.44362046112759057,0.5594710092,-1.0,-1.0,1.311239915,-1.0,-1.0,-1.0,-1.0,1.31341703,1.01206358,1.0187615584118883,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3646499072223142,-1.0,1.266979975,1.19910994,-1.0,-1.0,-1.0,1.196453495,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.825295385,-1.0,0.4887427538418736,-1.0
Sb,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4909614694899685,-1.0,-1.0,-1.0,-1.0,0.4950070320833333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21442005618913274,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2907900730899858,-1.0,-1.0,-1.0,-1.0,-1.0,0.17629522700000003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.48008805600000004,-1.0
Te,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.17086855825000002,-1.0,-1.0,-1.0,0.54317182125,-1.0,-1.0,-1.0,0.0546515865,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.127787368,0.099431697,0.1122316065,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.34016248,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
I,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.48443660564836605,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.468308462875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.40034832374999996,-1.0
Xe,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Cs,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ba,-1.0,-1.0,-1.0,1.67593093,-1.0,0.9448468832949516,-1.0,-1.0,-1.0,-1.0,-1.0,0.8002760124776489,-1.0,-1.0,-1.0,0.5250440236384486,0.30838262656088283,-1.0,-1.0,0.5939446856145703,0.97339318,0.5002177248145601,0.8688277560000001,0.947928896558072,0.7100577816529623,0.7160413524323863,0.7909538869536811,0.5594537316243103,0.7983815573471961,0.5584244171151304,0.4504262105053384,-1.0,-1.0,0.8669362026836578,-1.0,-1.0,-1.0,0.3018164275586123,0.09586303639438834,0.38471566336179724,0.46296574449475153,0.32102086293002985,-1.0,-1.0,-1.0,0.540095099251608,1.07275535,0.6414989794795543,0.4818524007370315,0.3646499072223142,0.2907900730899858,-1.0,0.468308462875,-1.0,-1.0,-1.0,-1.0,0.5302459115,0.15372698467697643,0.11001752684161817,-1.0,-1.0,0.3981747737470403,-1.0,0.4238769679854218,-1.0,0.01454910639325085,0.0265183121301929,0.0952618820729841,-1.0,0.10563459989517682,0.345389761184549,-1.0,0.06480622214740579,-1.0,0.2995042365714286,-1.0,0.5051893288229516,-1.0,0.6551666611945245,-1.0,0.38281263042332675,0.7747170852199436
La,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.177635272,-1.0,-1.0,-1.0,-1.0,0.0715598926177344,-1.0,-1.0,-1.0,-1.0,0.3478880258333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.158305535334445,-1.0,0.13067425400000002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ce,-1.0,-1.0,-1.0,1.14375832,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.66881481,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13784671,0.44122057,0.8209397489916234,0.52343868,-1.0,0.44919536,-1.0,0.64103875,0.67545453,0.677415225,0.74021092,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.17431874,-1.0,-1.0,0.6204516437954835,-1.0,-1.0,-1.0,-1.0,0.545197375,0.608749245,0.21156839,-1.0,1.266979975,-1.0,-1.0,-1.0,-1.0,-1.0,0.5302459115,-1.0,-1.0,0.09738438,-1.0,-1.0,-1.0,0.10119682,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.518499015,-1.0,1.0544063499999998,-1.0
Pr,-1.0,-1.0,-1.0,1.2411427,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7661992,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15088138,0.53860495,0.9034322747440137,0.62082306,-1.0,0.20713526234317248,0.0293735408173757,0.73842314,0.77283892,0.34137394839840135,0.20091177361111112,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07693435,-1.0,-1.0,0.7178360328216395,-1.0,-1.0,-1.0,-1.0,0.20861849007505978,0.68447929,0.30895277,-1.0,1.19910994,-1.0,-1.0,-1.0,-1.0,-1.0,0.15372698467697643,-1.0,0.09738438,-1.0,-1.0,-1.0,-1.0,0.00381243,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.49405128,-1.0,0.9865363149999999,-1.0
