,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi
Dy,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07830019846056217,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11070566141061773,-1.0,0.10744082284874923,0.1095756925,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ho,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.087681885,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16123502887500002,-1.0,0.05011910499316493,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10892707000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02291637149536897,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Er,-1.0,-1.0,-1.0,0.0278016905517288,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07938336348731534,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1093450054667382,-1.0,0.08051478127758785,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0166332492722382,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Tm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.12651413350000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09281719925000001,-1.0,-1.0,-1.0,-1.0,0.11104942599999999,-1.0,0.1661132905,0.137733289,0.05601196771026393,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0990593979534629,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.082138181,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.037924065817603,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Yb,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11565033963452216,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13967717872569282,-1.0,-1.0,-1.0,-1.0,0.09053047109382584,-1.0,0.15753433565541555,0.1054583108627164,-1.0,0.1059134385960169,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07323277023341429,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.182267054659108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Lu,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09884666046386013,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06909750342358231,-1.0,0.047311087250534956,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04275798282606336,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Hf,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.12161536,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14887688642857141,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15243729249610227,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0457084405,-1.0
Ta,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08539884875,0.19628272725,-1.0,-1.0,-1.0,0.0298266773155988,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10243154801124306,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08711314592225049,-1.0,0.107663128847418,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1730561051423558,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
W,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09517990604801942,-1.0,-1.0,-1.0,0.0829065756875,-1.0,-1.0,-1.0,0.11169793872293617,-1.0,-1.0,-1.0,-1.0,0.10585905112166386,0.17422254800000003,0.1015324724402194,0.07191829705685436,0.13243919609698843,0.10898864937422216,-1.0,-1.0,0.1003998261972491,-1.0,-1.0,-1.0,-1.0,0.11181395618934266,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14228065428193468,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0995223264525469,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10386302531725582,-1.0,0.13186269743095824,-1.0
Re,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07356651033333335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0926004421,-1.0,-1.0,-1.0,-1.0,0.15727586137552377,0.10803582725000001,0.10889311912500002,0.17669446525000002,-1.0,0.10252965433333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.096823366604654,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07268769650000001,-1.0,-1.0,-1.0,-1.0,-1.0,0.061871879000000005,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20915594263376197,-1.0,-1.0,-1.0
Os,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.088485273,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11391946174975524,-1.0,-1.0,-1.0,-1.0,-1.0,0.0765055845,0.048605446,0.11340559430852609,0.130647111,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11734722862500001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1815729527355467,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2445234193516546,-1.0,-1.0,-1.0,-1.0,-1.0,0.06197571600000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0751863265427335,-1.0,0.11050123768050657,-1.0
Ir,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08547748733333334,-1.0,-1.0,-1.0,-1.0,0.1215314605,-1.0,-1.0,-1.0,-1.0,0.04792309607839755,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13452031668750003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20149942783828556,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Pt,-1.0,-1.0,-1.0,0.13962537393126012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.040084811025727106,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07901287495964857,-1.0,-1.0,-1.0,-1.0,0.18035261050015142,-1.0,0.08357320694790289,0.11070372763290617,0.14884590552849505,0.09948029647305623,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.024514256443837153,-1.0,0.028454716614532003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09833510298195537,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.12928305,-1.0,0.16516373049216107,-1.0
Au,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Hg,-1.0,-1.0,-1.0,0.19458887266578442,-1.0,-1.0,0.22331588153895354,-1.0,-1.0,-1.0,-1.0,0.1108606991075122,-1.0,0.0838499383230012,0.05921589931900295,0.09568838489718776,-1.0,-1.0,-1.0,0.14888502991605598,0.374661965,0.1005335593585246,0.18259445928328905,0.20062010114186232,0.12973269647154276,0.1337625090611885,0.118415149459885,0.12056875294563699,0.12266721939147235,0.16269676730632324,-1.0,-1.0,0.051598013885885405,0.08867611519205773,-1.0,-1.0,-1.0,0.15372423122696285,-1.0,-1.0,0.11522477075230589,0.0749251061696623,-1.0,-1.0,-1.0,0.11618766381619924,0.12562261046801282,0.12832708601681506,0.1001263120668007,0.17636552146085172,0.08766901518480537,0.106418391625,-1.0,-1.0,-1.0,0.15284044197051863,-1.0,0.5475784125,0.5475782475,-1.0,-1.0,-1.0,0.19616361170373056,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10386302531725582,0.20915594263376197,0.0751863265427335,-1.0,0.12928305,-1.0,-1.0,0.15558837486684815,0.12535049798141037,-1.0
Tl,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2505543301801017,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1718252059248409,-1.0,-1.0,-1.0,0.40184823371604,0.16400722503278248,-1.0,0.2597483083805068,0.1374219954942738,0.13481806217055986,0.04870531721214144,-1.0,-1.0,-1.0,0.043114466000000004,-1.0,-1.0,-1.0,0.11640735081708152,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0985907617435334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.12691114646939053,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21698464249138738,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15558837486684815,-1.0,0.19637622703457774,-1.0
Pb,0.07149302625000001,-1.0,-1.0,0.12428968974215097,0.08692771584645731,0.11640618359675237,-1.0,-1.0,0.0568034053125,-1.0,0.04400127041195,0.12090733054471943,-1.0,-1.0,0.07313312300033141,0.12726894847970052,0.07378069703125,-1.0,0.045274039249999995,0.09872540803939857,0.26183908609446394,0.2562596206930458,0.17311874700177776,0.12642172791468428,0.10945831856769173,0.08689810483214859,0.12573208641356926,0.1380503272428459,0.10607530332584252,0.1137406599447893,0.05041777418461035,-1.0,0.0424114111176765,0.07780835974851753,-1.0,-1.0,-1.0,0.08713558751291026,-1.0,0.14707882959836724,0.15550688999999998,0.09945460518848229,0.10515714503828351,-1.0,0.14741353526491913,0.09383076265426576,0.19373276625,0.12518095005950816,0.0366114937884384,0.08713253762960661,0.1135684304425042,0.07682094472008642,0.1364152609375,-1.0,-1.0,0.11592535886672706,-1.0,0.52929101,0.5292908574999999,-1.0,-1.0,-1.0,0.14000970696483744,-1.0,0.14163468299552562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0457084405,-1.0,0.13186269743095824,-1.0,0.11050123768050657,-1.0,0.16516373049216107,-1.0,0.12535049798141037,0.19637622703457774,-1.0,0.11027850306195747
Bi,-1.0,-1.0,-1.0,0.05767886,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.33715579182831257,-1.0,-1.0,0.058629955625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06281802349185299,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.33715579182831257,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11027850306195747,-1.0
