file,formula,spacegroup_symbol,spacegroup_number,classification,family_match,confidence,anion_to_cation_ratio,score_abx3_like,score_layered_rp_like,network_score,b_site_species,octahedral_fraction_of_cations,largest_octa_network_fraction,a_site_coordination_fraction,A_element,B_element,X_element,A_oxidation_state,B_oxidation_state,X_oxidation_state,A_shannon_radius,B_shannon_radius,X_shannon_radius,A_shannon_cn,B_shannon_cn,X_shannon_cn,A_shannon_spin,B_shannon_spin,X_shannon_spin,error
data/cifs/BaGeS3_mp-1195469.cif,Ba1 Ge1 S3,P2_1/c,14,unlikely perovskite-family,False,0.227,1.5,1.0,0.882352941176471,0.0,,0.0,0.0,0.0,Ge,Ba,S,4.0,2.0,-2.0,0.530,1.350,1.840,VI,VI,VI,none,none,none,
data/cifs/BaHfS3_mp-1105549.cif,Ba1 Hf1 S3,Pnma,62,likely perovskite-family (ABX3/double-perovskite-like),True,1.0,1.5,1.0,0.882352941176471,1.0,Hf,0.5,1.0,1.0,Ba,Hf,S,2.0,4.0,-2.0,1.610,0.710,1.840,XII,VI,VI,none,none,none,
data/cifs/BaIrO3_mp-4307.cif,Ba1 Ir1 O3,C2/c,15,likely perovskite-family (ABX3/double-perovskite-like),True,1.0,1.5,1.0,0.882352941176471,1.0,Ir,0.5,1.0,1.0,Ba,Ir,O,2.0,4.0,-2.0,1.610,0.625,1.350,XII,VI,II,none,none,none,
data/cifs/BaIrO3_mp-542897.cif,Ba1 Ir1 O3,C2/m,12,likely perovskite-family (ABX3/double-perovskite-like),True,1.0,1.5,1.0,0.882352941176471,1.0,Ir,0.5,1.0,1.0,Ba,Ir,O,2.0,4.0,-2.0,1.610,0.625,1.350,XII,VI,II,none,none,none,
data/cifs/BaLiF3_mp-10250.cif,Ba1 Li1 F3,Pm-3m,221,likely perovskite-family (ABX3/double-perovskite-like),True,1.0,1.5,1.0,0.882352941176471,1.0,Li,0.5,1.0,1.0,Ba,Li,F,2.0,1.0,-1.0,1.610,0.760,1.285,XII,VI,II,none,none,none,
data/cifs/BaLiH3_mp-23818.cif,Ba1 Li1 H3,Pm-3m,221,unlikely perovskite-family,False,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,
data/cifs/BaMnO3_mp-1205336.cif,Ba1 Mn1 O3,P6_3mc,186,unlikely perovskite-family,False,0.54,1.5,1.0,0.882352941176471,0.69375,Mn,0.5,0.125,1.0,Ba,Mn,O,2.0,4.0,-2.0,1.610,0.530,1.350,XII,VI,II,none,none,none,
data/cifs/BaMnO3_mp-18840.cif,Ba1 Mn1 O3,R-3m,166,likely perovskite-family (ABX3/double-perovskite-like),True,1.0,1.5,1.0,0.882352941176471,1.0,Mn,0.5,1.0,1.0,Ba,Mn,O,2.0,4.0,-2.0,1.610,0.530,1.350,XII,VI,II,none,none,none,
data/cifs/BaMnO3_mp-19156.cif,Ba1 Mn1 O3,P6_3/mmc,194,unlikely perovskite-family,False,0.561,1.5,1.0,0.882352941176471,0.7375,Mn,0.5,0.25,1.0,Ba,Mn,O,2.0,4.0,-2.0,1.610,0.530,1.350,XII,VI,II,none,none,none,
data/cifs/BaMnO3_mp-35078.cif,Ba1 Mn1 O3,P6_3/mmc,194,likely perovskite-family (ABX3/double-perovskite-like),True,1.0,1.5,1.0,0.882352941176471,1.0,Mn,0.5,1.0,1.0,Ba,Mn,O,2.0,4.0,-2.0,1.610,0.530,1.350,XII,VI,II,none,none,none,
